municipio,def_mean,ppt_std,ws_std,dtr_mean
Antônio Carlos,0.991025641025641,53.36818305821878,0.46285308463257624,7.626923076923076
Serra Alta,3.279166666666667,81.61624507693696,0.3876399804216797,12.175
Lajeado Grande,3.747916666666667,88.32152818161182,0.36086807472109883,11.93125
Arabutã,5.691666666666667,82.06441634973032,0.357080477909595,11.153571428571427
Apiúna,1.6939102564102564,52.23223437185389,0.3898601407405998,9.342307692307692
Seara,6.859313725490196,89.93282863018078,0.33196548426949085,10.917647058823528
Lages,2.0911231884057973,47.88526452618521,0.4545089775425789,9.643900966183574
Anitápolis,0.7035714285714286,50.425947807189765,0.48305226022820463,8.435416666666665
Taió,1.2304054054054052,47.70398884084931,0.3588801801735539,10.454054054054055
Lauro Müller,1.2398809523809524,46.89376843506667,0.4792646624315168,9.930952380952382
Tangará,2.367982456140351,57.622123604740864,0.41813225758521444,10.939912280701755
Lebon Régis,1.6128333333333336,49.41214440664962,0.411563619084214,11.215500000000002
Armazém,3.8398148148148152,48.89086230725832,0.5203025877327571,8.000925925925925
Sombrio,5.311111111111111,42.021429718591534,0.4711262000420201,8.445370370370371
Laurentino,1.4472222222222224,47.632264497464696,0.37783844915964787,9.925000000000002
Araquari,1.510227272727273,70.76988405834244,0.4000819016059109,7.899621212121212
Sul Brasil,3.4791666666666665,78.9727298528009,0.3939391987126846,12.204166666666666
Araranguá,8.490196078431374,42.46664741195009,0.5074616528698326,9.405392156862744
Alfredo Wagner,0.49571428571428583,48.2995258058835,0.47279417477747826,8.981904761904762
São Miguel da Boa Vista,4.6875,87.21822246057286,0.3924493269494445,12.354166666666666
Jardinópolis,4.075,80.32065038409317,0.3858145129472248,12.139583333333334
São Martinho,2.3875,50.02648108572968,0.5174589318893856,7.672222222222222
Alto Bela Vista,8.693333333333333,79.34562750065749,0.3571808416180082,10.608333333333333
Jaraguá do Sul,1.110632183908046,60.47623560255451,0.32338778722795225,9.042816091954021
São Lourenço do Oeste,1.3805555555555558,71.27621005688871,0.4200753126954313,12.880555555555555
Águas Frias,7.733333333333334,82.39257200687089,0.3583824864217417,11.6625
São Ludgero,2.775,48.040886165968594,0.4935547720198025,9.251666666666665
Jaguaruna,10.897685185185187,59.06725318001195,0.5502415236973326,8.407407407407407
Águas Mornas,0.6741228070175439,51.48185513467595,0.47403293024536153,7.73421052631579
José Boiteux,1.8611111111111114,44.1533984905345,0.35982747450171676,10.279761904761905
Saudades,8.20909090909091,87.17474447533704,0.35059799214480303,11.646969696969695
Joinville,1.3889367816091955,69.63872698159724,0.31846882401827564,8.360488505747126
Schroeder,1.1388888888888888,65.86185778827176,0.31136634952098285,8.60925925925926
Angelina,0.6888888888888889,50.575298886056366,0.4481734057292483,8.361458333333335
Lacerdópolis,4.45,65.67419771975223,0.414763247553274,10.941666666666668
Anita Garibaldi,5.739843750000001,66.63675419830324,0.4243753983224413,10.174739583333334
Jupiá,1.3125,67.64870662902153,0.4174946487407464,13.070833333333333
São Miguel do Oeste,6.315277777777777,96.40119502608837,0.35888978096210056,12.422916666666667
Joaçaba,2.108974358974359,64.70656581004863,0.4154625742885007,11.10576923076923
Anchieta,3.1312499999999996,85.02173659290213,0.4090088026688114,12.604861111111111
São Pedro de Alcântara,0.8976190476190476,53.768252274812895,0.46625339445568725,7.403571428571429
